Age,YearsAtCompany,MonthlyIncome,DistanceFromHome,JobLevel,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,Gender,Department,Education,MaritalStatus,JobRole,OverTime,BusinessTravel,target
57.0,35.0,19007.0,14.0,2.0,10.0,4.0,33.0,31.0,26.0,4.0,Male,HR,Masters,Single,Executive,Yes,Travel_Frequently,1
57.0,20.0,11997.0,22.0,4.0,10.0,1.0,10.0,8.0,7.0,3.0,Female,Finance,Masters,Divorced,Engineer,Yes,Travel_Rarely,1
56.0,26.0,7261.0,4.0,3.0,22.0,3.0,23.0,3.0,11.0,1.0,Female,Sales,High School,Single,Technician,Yes,Travel_Frequently,1
23.0,27.0,6268.0,47.0,1.0,21.0,1.0,5.0,0.0,3.0,3.0,Female,HR,Masters,Married,Executive,Yes,Travel_Frequently,0
23.0,15.0,7984.0,34.0,1.0,13.0,3.0,2.0,1.0,2.0,2.0,Male,Support,High School,Divorced,Executive,Yes,Travel_Frequently,1
20.0,34.0,2010.0,18.0,4.0,16.0,1.0,32.0,22.0,26.0,4.0,Female,HR,Bachelors,Married,Manager,Yes,Travel_Rarely,0
24.0,35.0,19144.0,34.0,4.0,18.0,2.0,1.0,1.0,1.0,2.0,Male,Finance,Bachelors,Divorced,Clerk,Yes,Travel_Rarely,0
25.0,34.0,3177.0,18.0,1.0,10.0,1.0,31.0,9.0,14.0,1.0,Male,Sales,Bachelors,Married,Clerk,Yes,Travel_Frequently,1
59.0,18.0,11168.0,40.0,5.0,3.0,1.0,17.0,8.0,8.0,3.0,Male,Support,Bachelors,Divorced,Engineer,No,Non-Travel,0
32.0,20.0,4389.0,31.0,1.0,9.0,3.0,9.0,0.0,5.0,2.0,Female,Sales,Bachelors,Divorced,Manager,No,Travel_Frequently,0
64.0,32.0,8364.0,42.0,1.0,22.0,1.0,26.0,6.0,17.0,4.0,Female,Support,High School,Single,Clerk,Yes,Travel_Rarely,0
46.0,22.0,17777.0,20.0,3.0,18.0,1.0,0.0,0.0,0.0,2.0,Female,Sales,Bachelors,Married,Technician,No,Non-Travel,0
50.0,5.0,13865.0,36.0,1.0,3.0,1.0,4.0,3.0,0.0,4.0,Female,Finance,High School,Married,Manager,No,Non-Travel,0
47.0,31.0,14327.0,42.0,1.0,10.0,3.0,26.0,16.0,22.0,1.0,Male,Support,Bachelors,Married,Manager,Yes,Travel_Rarely,0
56.0,21.0,19866.0,10.0,2.0,6.0,4.0,3.0,3.0,3.0,3.0,Female,Development,High School,Married,Clerk,No,Travel_Rarely,0
44.0,2.0,4310.0,3.0,4.0,19.0,4.0,2.0,2.0,0.0,2.0,Male,Sales,High School,Married,Executive,No,Travel_Frequently,0
53.0,34.0,5741.0,21.0,1.0,8.0,4.0,6.0,3.0,3.0,1.0,Female,Sales,High School,Single,Manager,No,Travel_Rarely,0
46.0,15.0,9285.0,36.0,1.0,21.0,1.0,5.0,1.0,2.0,1.0,Female,HR,Masters,Divorced,Executive,Yes,Non-Travel,1
55.0,24.0,5839.0,10.0,5.0,1.0,2.0,16.0,15.0,7.0,2.0,Female,Support,High School,Single,Engineer,Yes,Travel_Frequently,0
50.0,16.0,9581.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,Male,Development,High School,Married,Engineer,No,Travel_Frequently,0
54.0,38.0,16137.0,22.0,3.0,7.0,3.0,18.0,0.0,6.0,4.0,Male,Finance,Bachelors,Married,Clerk,Yes,Non-Travel,0
44.0,12.0,7237.0,23.0,5.0,18.0,4.0,3.0,3.0,1.0,1.0,Male,HR,High School,Divorced,Engineer,Yes,Travel_Rarely,1
50.0,27.0,14504.0,12.0,1.0,22.0,1.0,13.0,2.0,8.0,3.0,Male,Development,High School,Single,Clerk,No,Travel_Frequently,1
21.0,10.0,3740.0,39.0,3.0,15.0,3.0,2.0,0.0,0.0,1.0,Male,Support,PhD,Divorced,Clerk,No,Non-Travel,0
39.0,9.0,7291.0,13.0,4.0,13.0,1.0,4.0,4.0,1.0,3.0,Female,Development,Masters,Divorced,Executive,No,Non-Travel,0
19.0,38.0,7247.0,40.0,1.0,3.0,3.0,19.0,7.0,2.0,2.0,Male,Sales,PhD,Single,Executive,No,Non-Travel,0
27.0,23.0,10845.0,13.0,4.0,18.0,4.0,18.0,9.0,13.0,4.0,Male,Sales,Bachelors,Divorced,Engineer,Yes,Travel_Rarely,0
22.0,37.0,13733.0,33.0,1.0,24.0,1.0,25.0,24.0,10.0,4.0,Male,HR,Masters,Single,Executive,Yes,Travel_Rarely,0
27.0,23.0,8566.0,31.0,5.0,21.0,4.0,21.0,14.0,15.0,2.0,Male,Support,Masters,Single,Manager,Yes,Travel_Rarely,0
50.0,32.0,2852.0,48.0,5.0,21.0,4.0,28.0,27.0,27.0,4.0,Female,Support,PhD,Married,Technician,Yes,Travel_Rarely,0
55.0,16.0,11753.0,28.0,3.0,5.0,1.0,11.0,10.0,6.0,2.0,Male,Development,Masters,Divorced,Manager,Yes,Non-Travel,0
30.0,35.0,14137.0,19.0,2.0,14.0,4.0,27.0,21.0,27.0,4.0,Female,HR,PhD,Married,Manager,Yes,Travel_Frequently,0
48.0,34.0,12868.0,21.0,3.0,12.0,3.0,23.0,18.0,20.0,1.0,Female,Support,High School,Divorced,Clerk,Yes,Non-Travel,1
64.0,5.0,16905.0,32.0,1.0,18.0,3.0,1.0,1.0,1.0,4.0,Female,Sales,PhD,Divorced,Technician,Yes,Travel_Frequently,0
53.0,15.0,19702.0,26.0,4.0,21.0,3.0,9.0,9.0,7.0,3.0,Male,Development,Masters,Married,Clerk,Yes,Travel_Frequently,1
62.0,27.0,18505.0,13.0,4.0,3.0,4.0,5.0,2.0,4.0,1.0,Female,Finance,Masters,Married,Executive,No,Travel_Frequently,0
41.0,31.0,6254.0,29.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,Male,Sales,Bachelors,Married,Executive,Yes,Travel_Rarely,1
32.0,25.0,18239.0,7.0,2.0,2.0,4.0,12.0,0.0,12.0,1.0,Male,HR,Bachelors,Single,Technician,Yes,Non-Travel,1
46.0,10.0,10498.0,47.0,2.0,13.0,4.0,3.0,3.0,1.0,1.0,Male,Support,Bachelors,Divorced,Engineer,Yes,Travel_Frequently,0
25.0,24.0,14174.0,26.0,2.0,3.0,3.0,11.0,2.0,1.0,3.0,Male,Sales,Bachelors,Single,Executive,No,Non-Travel,0
22.0,30.0,3896.0,6.0,1.0,15.0,1.0,21.0,7.0,1.0,3.0,Male,Finance,Masters,Divorced,Manager,No,Travel_Rarely,1
46.0,20.0,14878.0,32.0,5.0,10.0,2.0,18.0,8.0,6.0,2.0,Female,Finance,Bachelors,Divorced,Technician,Yes,Travel_Frequently,0
64.0,2.0,7976.0,36.0,5.0,12.0,2.0,0.0,0.0,0.0,1.0,Female,HR,PhD,Single,Technician,Yes,Travel_Rarely,0
21.0,11.0,5911.0,23.0,1.0,0.0,1.0,2.0,2.0,0.0,4.0,Male,Sales,High School,Single,Executive,No,Travel_Rarely,1
29.0,39.0,18337.0,11.0,5.0,12.0,1.0,35.0,1.0,4.0,3.0,Female,Development,Masters,Divorced,Executive,Yes,Non-Travel,0
62.0,24.0,10340.0,21.0,2.0,14.0,3.0,11.0,6.0,4.0,1.0,Male,Sales,Bachelors,Married,Clerk,No,Travel_Frequently,1
19.0,16.0,19423.0,19.0,5.0,6.0,1.0,13.0,5.0,7.0,2.0,Female,Finance,Masters,Married,Clerk,Yes,Travel_Rarely,1
44.0,37.0,11582.0,34.0,1.0,4.0,1.0,27.0,6.0,11.0,2.0,Female,HR,Bachelors,Married,Manager,No,Non-Travel,0
48.0,35.0,5904.0,49.0,5.0,24.0,4.0,5.0,2.0,5.0,1.0,Female,HR,Masters,Married,Technician,No,Travel_Frequently,1
53.0,35.0,6876.0,47.0,5.0,5.0,4.0,9.0,5.0,7.0,2.0,Female,Development,Bachelors,Divorced,Engineer,Yes,Travel_Frequently,0
53.0,18.0,10309.0,44.0,5.0,23.0,2.0,16.0,16.0,8.0,4.0,Female,HR,High School,Married,Engineer,No,Travel_Rarely,1
43.0,1.0,2703.0,35.0,5.0,8.0,3.0,0.0,0.0,0.0,4.0,Male,HR,Bachelors,Married,Technician,No,Travel_Rarely,0
60.0,16.0,7470.0,49.0,1.0,5.0,3.0,0.0,0.0,0.0,4.0,Male,HR,PhD,Married,Manager,No,Travel_Rarely,0
44.0,29.0,8440.0,31.0,3.0,22.0,1.0,13.0,3.0,7.0,4.0,Female,HR,Masters,Divorced,Clerk,Yes,Travel_Rarely,0
22.0,9.0,4024.0,46.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,Male,HR,Masters,Single,Clerk,Yes,Travel_Frequently,1
37.0,34.0,17751.0,29.0,3.0,21.0,2.0,15.0,9.0,2.0,4.0,Female,Finance,PhD,Married,Clerk,No,Travel_Rarely,1
28.0,35.0,14730.0,6.0,1.0,1.0,4.0,7.0,3.0,7.0,3.0,Male,Sales,PhD,Divorced,Engineer,No,Travel_Rarely,1
27.0,32.0,6345.0,36.0,4.0,20.0,2.0,22.0,4.0,8.0,3.0,Female,Support,High School,Divorced,Engineer,Yes,Travel_Rarely,1
55.0,17.0,7634.0,32.0,1.0,9.0,1.0,13.0,10.0,1.0,2.0,Female,Support,High School,Single,Engineer,Yes,Non-Travel,0
23.0,3.0,19381.0,40.0,4.0,4.0,4.0,2.0,1.0,0.0,3.0,Male,Support,Masters,Single,Executive,No,Non-Travel,1
25.0,26.0,18789.0,20.0,5.0,19.0,1.0,22.0,16.0,19.0,2.0,Male,Finance,Masters,Single,Engineer,Yes,Travel_Frequently,0
40.0,24.0,13040.0,22.0,1.0,11.0,2.0,14.0,11.0,0.0,4.0,Female,HR,High School,Divorced,Clerk,Yes,Non-Travel,1
64.0,27.0,2243.0,3.0,2.0,5.0,2.0,5.0,5.0,2.0,2.0,Female,Support,Masters,Married,Manager,Yes,Travel_Frequently,0
43.0,21.0,4414.0,8.0,4.0,5.0,3.0,17.0,8.0,8.0,1.0,Male,HR,Masters,Married,Technician,Yes,Travel_Rarely,1
63.0,24.0,5856.0,45.0,2.0,7.0,3.0,14.0,11.0,11.0,2.0,Male,Development,High School,Divorced,Technician,No,Non-Travel,0
60.0,16.0,8263.0,19.0,5.0,23.0,3.0,13.0,12.0,1.0,1.0,Male,Development,Bachelors,Married,Manager,No,Travel_Frequently,0
29.0,11.0,17185.0,31.0,5.0,16.0,3.0,6.0,4.0,3.0,2.0,Male,Development,High School,Married,Executive,Yes,Travel_Frequently,0
43.0,15.0,17799.0,32.0,3.0,17.0,2.0,9.0,7.0,1.0,3.0,Male,Support,Masters,Single,Technician,No,Travel_Rarely,1
30.0,36.0,10624.0,15.0,5.0,10.0,3.0,23.0,7.0,14.0,1.0,Female,Development,PhD,Married,Clerk,Yes,Travel_Frequently,1
57.0,15.0,14470.0,39.0,3.0,0.0,4.0,3.0,1.0,2.0,2.0,Male,Finance,Bachelors,Married,Technician,No,Non-Travel,1
35.0,16.0,15772.0,31.0,4.0,6.0,2.0,7.0,2.0,3.0,4.0,Female,Finance,PhD,Divorced,Technician,Yes,Travel_Rarely,0
42.0,30.0,3141.0,3.0,2.0,7.0,2.0,22.0,5.0,13.0,2.0,Female,Support,Bachelors,Divorced,Clerk,Yes,Travel_Frequently,0
50.0,14.0,6126.0,32.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,Male,HR,PhD,Single,Engineer,No,Travel_Rarely,0
64.0,12.0,16863.0,10.0,2.0,18.0,1.0,9.0,4.0,9.0,4.0,Male,Sales,Bachelors,Divorced,Executive,Yes,Travel_Frequently,1
57.0,39.0,15584.0,28.0,1.0,15.0,3.0,32.0,28.0,23.0,1.0,Female,HR,High School,Single,Clerk,Yes,Non-Travel,0
60.0,26.0,6197.0,27.0,4.0,22.0,2.0,9.0,3.0,9.0,3.0,Male,HR,Bachelors,Single,Clerk,No,Non-Travel,0
29.0,20.0,7824.0,48.0,1.0,7.0,4.0,18.0,16.0,16.0,3.0,Female,HR,Bachelors,Married,Manager,Yes,Travel_Rarely,1
61.0,1.0,14097.0,46.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,Male,HR,Bachelors,Single,Executive,No,Travel_Frequently,1
53.0,7.0,14115.0,40.0,3.0,23.0,1.0,6.0,4.0,6.0,2.0,Male,Sales,Masters,Married,Engineer,Yes,Travel_Rarely,0
21.0,6.0,19774.0,43.0,4.0,1.0,4.0,6.0,5.0,3.0,2.0,Male,Development,PhD,Single,Clerk,Yes,Travel_Rarely,0
22.0,9.0,6925.0,31.0,4.0,22.0,2.0,0.0,0.0,0.0,2.0,Female,HR,High School,Divorced,Engineer,No,Non-Travel,0
54.0,3.0,19001.0,34.0,3.0,11.0,2.0,0.0,0.0,0.0,1.0,Male,Finance,PhD,Divorced,Clerk,No,Travel_Rarely,0
25.0,35.0,4469.0,5.0,3.0,20.0,3.0,29.0,0.0,24.0,1.0,Female,Support,PhD,Divorced,Clerk,Yes,Travel_Frequently,0
59.0,34.0,14468.0,11.0,5.0,5.0,3.0,20.0,0.0,0.0,2.0,Male,Support,High School,Single,Manager,Yes,Non-Travel,0
45.0,2.0,4702.0,7.0,5.0,13.0,4.0,1.0,1.0,0.0,2.0,Female,Finance,Masters,Single,Technician,No,Travel_Frequently,0
48.0,17.0,8257.0,8.0,2.0,6.0,4.0,16.0,0.0,5.0,3.0,Male,HR,Bachelors,Married,Executive,No,Travel_Rarely,1
26.0,23.0,10105.0,17.0,4.0,8.0,2.0,0.0,0.0,0.0,2.0,Female,Sales,Masters,Married,Manager,Yes,Non-Travel,1
46.0,31.0,5165.0,44.0,3.0,6.0,2.0,28.0,8.0,25.0,3.0,Female,Development,Masters,Married,Engineer,Yes,Travel_Frequently,1
31.0,33.0,13370.0,39.0,3.0,14.0,4.0,11.0,6.0,6.0,3.0,Female,Support,Bachelors,Married,Clerk,Yes,Travel_Frequently,0
57.0,1.0,12483.0,41.0,1.0,11.0,4.0,0.0,0.0,0.0,2.0,Female,Development,PhD,Single,Clerk,No,Travel_Rarely,1
58.0,1.0,16758.0,14.0,5.0,16.0,1.0,1.0,0.0,1.0,1.0,Female,Sales,Bachelors,Single,Executive,Yes,Travel_Frequently,1
39.0,9.0,6430.0,24.0,1.0,14.0,1.0,7.0,6.0,4.0,3.0,Female,Support,High School,Married,Manager,No,Travel_Rarely,0
28.0,22.0,11238.0,30.0,3.0,14.0,1.0,6.0,0.0,4.0,3.0,Male,Development,Bachelors,Single,Manager,Yes,Travel_Rarely,1
40.0,14.0,7992.0,15.0,4.0,20.0,1.0,1.0,0.0,0.0,2.0,Female,Sales,PhD,Single,Engineer,No,Travel_Rarely,0
18.0,11.0,14249.0,4.0,4.0,13.0,1.0,5.0,1.0,0.0,1.0,Female,Development,Masters,Single,Manager,Yes,Travel_Rarely,0
63.0,16.0,8597.0,13.0,1.0,10.0,4.0,4.0,2.0,3.0,4.0,Female,HR,Masters,Single,Manager,No,Non-Travel,1
54.0,17.0,3407.0,5.0,5.0,10.0,3.0,17.0,1.0,12.0,3.0,Male,Sales,Bachelors,Married,Technician,No,Travel_Frequently,1
38.0,13.0,11201.0,31.0,2.0,19.0,4.0,12.0,10.0,11.0,2.0,Male,Development,High School,Married,Executive,Yes,Travel_Frequently,1
43.0,16.0,7557.0,12.0,4.0,12.0,1.0,12.0,6.0,5.0,1.0,Male,HR,PhD,Single,Manager,No,Non-Travel,0
63.0,14.0,17515.0,30.0,2.0,12.0,4.0,7.0,7.0,0.0,1.0,Female,HR,Masters,Divorced,Engineer,No,Travel_Rarely,0
53.0,11.0,5406.0,49.0,5.0,7.0,2.0,7.0,6.0,1.0,1.0,Male,Sales,Bachelors,Married,Clerk,No,Travel_Rarely,1
40.0,15.0,13794.0,10.0,1.0,6.0,4.0,9.0,9.0,1.0,3.0,Male,Finance,High School,Married,Manager,Yes,Travel_Rarely,1
18.0,31.0,7700.0,30.0,5.0,19.0,4.0,15.0,6.0,7.0,4.0,Female,Support,High School,Divorced,Manager,Yes,Travel_Rarely,0
57.0,22.0,10127.0,26.0,3.0,12.0,3.0,4.0,4.0,3.0,1.0,Female,Sales,Masters,Married,Clerk,Yes,Non-Travel,0
32.0,37.0,12740.0,44.0,5.0,10.0,1.0,13.0,2.0,5.0,3.0,Male,HR,Masters,Divorced,Technician,Yes,Travel_Frequently,1
38.0,33.0,3545.0,6.0,1.0,18.0,1.0,26.0,22.0,7.0,2.0,Female,HR,PhD,Divorced,Executive,No,Travel_Rarely,1
64.0,33.0,18518.0,27.0,1.0,5.0,4.0,11.0,2.0,11.0,1.0,Female,Sales,High School,Single,Technician,No,Travel_Rarely,1
26.0,15.0,4859.0,20.0,5.0,7.0,4.0,13.0,3.0,13.0,3.0,Female,Finance,PhD,Married,Engineer,Yes,Travel_Rarely,1
26.0,33.0,15057.0,28.0,1.0,18.0,1.0,2.0,0.0,0.0,4.0,Female,Support,High School,Divorced,Manager,No,Travel_Frequently,0
27.0,39.0,8003.0,20.0,3.0,4.0,2.0,21.0,18.0,3.0,1.0,Male,Development,High School,Single,Technician,No,Travel_Frequently,0
43.0,6.0,3264.0,12.0,2.0,9.0,1.0,0.0,0.0,0.0,4.0,Female,Sales,Bachelors,Married,Executive,Yes,Non-Travel,1
58.0,32.0,18548.0,45.0,5.0,0.0,2.0,12.0,7.0,5.0,3.0,Male,Support,Masters,Single,Engineer,Yes,Travel_Frequently,0
52.0,3.0,14612.0,21.0,1.0,11.0,4.0,3.0,1.0,3.0,2.0,Male,Support,High School,Single,Technician,No,Travel_Frequently,0
42.0,6.0,18019.0,30.0,2.0,23.0,4.0,4.0,2.0,2.0,3.0,Male,HR,PhD,Divorced,Manager,Yes,Travel_Rarely,0
43.0,17.0,17577.0,49.0,3.0,6.0,2.0,14.0,6.0,6.0,4.0,Male,Development,Masters,Married,Executive,No,Travel_Frequently,0
28.0,3.0,10811.0,10.0,5.0,7.0,1.0,0.0,0.0,0.0,4.0,Female,Sales,PhD,Single,Manager,No,Travel_Rarely,0
55.0,10.0,8725.0,5.0,1.0,17.0,4.0,3.0,2.0,1.0,2.0,Female,HR,Masters,Divorced,Manager,Yes,Non-Travel,0
19.0,19.0,8814.0,37.0,2.0,6.0,1.0,12.0,1.0,5.0,1.0,Female,HR,Masters,Divorced,Engineer,Yes,Travel_Rarely,0
24.0,10.0,18185.0,8.0,3.0,13.0,4.0,6.0,5.0,0.0,3.0,Male,Finance,High School,Single,Executive,No,Non-Travel,0
35.0,14.0,5972.0,30.0,4.0,19.0,3.0,6.0,4.0,2.0,2.0,Male,Support,Bachelors,Single,Clerk,Yes,Travel_Frequently,0
44.0,16.0,9594.0,17.0,1.0,17.0,3.0,0.0,0.0,0.0,1.0,Male,Sales,High School,Divorced,Manager,No,Non-Travel,1
51.0,33.0,18786.0,3.0,3.0,24.0,3.0,0.0,0.0,0.0,2.0,Female,Sales,Masters,Single,Executive,No,Travel_Rarely,0
44.0,11.0,9199.0,21.0,2.0,20.0,2.0,6.0,4.0,5.0,4.0,Male,Sales,High School,Single,Manager,Yes,Travel_Frequently,0
34.0,27.0,8264.0,16.0,5.0,22.0,1.0,23.0,20.0,3.0,1.0,Female,HR,High School,Married,Technician,Yes,Travel_Frequently,1
60.0,34.0,17874.0,32.0,2.0,3.0,3.0,4.0,0.0,1.0,2.0,Female,Finance,Masters,Divorced,Technician,Yes,Travel_Rarely,0
61.0,7.0,6480.0,27.0,5.0,9.0,2.0,5.0,1.0,2.0,3.0,Female,Development,Masters,Single,Executive,Yes,Travel_Frequently,0
41.0,26.0,8619.0,6.0,3.0,10.0,3.0,18.0,16.0,15.0,2.0,Female,HR,High School,Divorced,Engineer,No,Travel_Rarely,0
42.0,21.0,4607.0,42.0,3.0,10.0,4.0,6.0,4.0,3.0,1.0,Male,Development,High School,Married,Clerk,Yes,Non-Travel,1
24.0,23.0,11382.0,16.0,2.0,19.0,3.0,13.0,6.0,1.0,2.0,Female,Finance,High School,Divorced,Technician,Yes,Non-Travel,1
23.0,1.0,10580.0,45.0,2.0,18.0,1.0,1.0,1.0,1.0,2.0,Male,Support,PhD,Divorced,Engineer,Yes,Travel_Frequently,0
41.0,30.0,19173.0,3.0,5.0,0.0,1.0,30.0,14.0,13.0,3.0,Female,Sales,High School,Divorced,Clerk,No,Travel_Rarely,0
50.0,21.0,3494.0,40.0,1.0,1.0,2.0,7.0,5.0,4.0,1.0,Male,Development,PhD,Married,Technician,Yes,Travel_Rarely,1
60.0,13.0,8710.0,40.0,1.0,16.0,3.0,10.0,9.0,7.0,4.0,Female,Development,PhD,Divorced,Manager,Yes,Travel_Rarely,0
39.0,24.0,2820.0,7.0,1.0,4.0,4.0,18.0,1.0,12.0,2.0,Female,Support,High School,Divorced,Executive,Yes,Travel_Frequently,0
43.0,35.0,14228.0,11.0,1.0,1.0,4.0,35.0,18.0,19.0,1.0,Female,Sales,Bachelors,Married,Technician,Yes,Travel_Frequently,1
45.0,35.0,19847.0,29.0,3.0,3.0,2.0,19.0,6.0,4.0,1.0,Male,Development,PhD,Single,Technician,No,Non-Travel,1
38.0,2.0,13257.0,3.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,Female,Support,PhD,Married,Manager,No,Travel_Rarely,1
24.0,4.0,13837.0,21.0,1.0,20.0,2.0,1.0,0.0,1.0,3.0,Female,HR,Masters,Divorced,Technician,No,Travel_Frequently,0
37.0,18.0,5965.0,30.0,3.0,2.0,2.0,15.0,4.0,14.0,3.0,Female,HR,Masters,Single,Technician,Yes,Travel_Frequently,0
58.0,32.0,15038.0,39.0,5.0,8.0,1.0,15.0,7.0,0.0,1.0,Male,Sales,Bachelors,Single,Technician,No,Travel_Rarely,0
37.0,29.0,11508.0,11.0,4.0,0.0,3.0,17.0,4.0,13.0,3.0,Female,HR,PhD,Married,Technician,Yes,Non-Travel,0
39.0,11.0,18565.0,17.0,2.0,19.0,1.0,8.0,5.0,2.0,1.0,Male,HR,Masters,Married,Engineer,No,Non-Travel,1
45.0,9.0,8000.0,25.0,1.0,20.0,4.0,3.0,0.0,0.0,3.0,Male,HR,High School,Married,Technician,Yes,Travel_Frequently,0
57.0,33.0,11152.0,25.0,3.0,15.0,1.0,35.0,13.0,10.0,2.0,Female,HR,PhD,Married,Manager,No,Non-Travel,1
24.0,15.0,19373.0,9.0,1.0,2.0,2.0,9.0,1.0,5.0,1.0,Male,Sales,Bachelors,Divorced,Technician,No,Travel_Frequently,0
18.0,39.0,11917.0,45.0,1.0,18.0,1.0,10.0,0.0,0.0,4.0,Female,Support,Bachelors,Single,Clerk,Yes,Travel_Frequently,1
49.0,28.0,16654.0,29.0,1.0,15.0,1.0,2.0,0.0,0.0,2.0,Female,Development,Masters,Divorced,Clerk,Yes,Travel_Rarely,0
30.0,14.0,2706.0,15.0,1.0,0.0,4.0,2.0,0.0,0.0,2.0,Male,Finance,Masters,Married,Manager,Yes,Travel_Frequently,0
47.0,10.0,6847.0,19.0,5.0,21.0,3.0,3.0,1.0,0.0,2.0,Female,Development,Bachelors,Married,Engineer,Yes,Travel_Frequently,1
40.0,33.0,14893.0,15.0,2.0,11.0,2.0,9.0,0.0,0.0,4.0,Male,Development,PhD,Divorced,Manager,Yes,Travel_Rarely,0
36.0,35.0,6649.0,39.0,2.0,19.0,1.0,21.0,13.0,17.0,4.0,Male,Finance,Masters,Single,Engineer,No,Travel_Rarely,0
49.0,29.0,13613.0,35.0,3.0,23.0,4.0,2.0,1.0,2.0,4.0,Male,Sales,High School,Single,Executive,Yes,Non-Travel,0
47.0,34.0,8596.0,40.0,5.0,5.0,4.0,16.0,13.0,15.0,3.0,Male,Finance,Bachelors,Married,Clerk,No,Travel_Rarely,0
46.0,8.0,15938.0,13.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,Male,Sales,High School,Married,Clerk,Yes,Travel_Frequently,1
62.0,17.0,10614.0,16.0,2.0,6.0,4.0,12.0,8.0,10.0,2.0,Male,Development,Bachelors,Married,Clerk,No,Travel_Rarely,0
46.0,18.0,12106.0,3.0,3.0,2.0,3.0,16.0,9.0,16.0,4.0,Male,Sales,High School,Married,Engineer,No,Travel_Rarely,1
47.0,38.0,14277.0,31.0,5.0,12.0,4.0,12.0,0.0,3.0,2.0,Male,Support,PhD,Single,Manager,No,Non-Travel,0
33.0,3.0,17448.0,1.0,3.0,15.0,1.0,3.0,2.0,0.0,2.0,Female,Finance,Bachelors,Divorced,Engineer,Yes,Travel_Rarely,1
57.0,5.0,15133.0,35.0,2.0,13.0,3.0,5.0,0.0,3.0,4.0,Female,Support,PhD,Single,Clerk,No,Travel_Frequently,1
36.0,32.0,13374.0,16.0,1.0,8.0,3.0,20.0,16.0,3.0,2.0,Male,Development,Masters,Divorced,Clerk,Yes,Travel_Frequently,1
35.0,31.0,6646.0,1.0,5.0,7.0,4.0,19.0,11.0,14.0,2.0,Female,Finance,Bachelors,Married,Clerk,No,Travel_Frequently,0
18.0,15.0,15708.0,14.0,3.0,14.0,2.0,11.0,11.0,7.0,2.0,Female,Development,PhD,Married,Clerk,Yes,Travel_Rarely,1
31.0,10.0,8090.0,7.0,1.0,18.0,2.0,10.0,1.0,9.0,1.0,Female,Support,High School,Divorced,Executive,No,Travel_Rarely,1
64.0,21.0,14784.0,23.0,2.0,12.0,2.0,4.0,2.0,4.0,4.0,Female,Development,PhD,Married,Clerk,Yes,Travel_Frequently,1
19.0,35.0,13279.0,35.0,4.0,13.0,1.0,1.0,0.0,1.0,2.0,Female,Finance,Bachelors,Single,Engineer,Yes,Travel_Rarely,1
45.0,22.0,17392.0,29.0,5.0,10.0,4.0,1.0,0.0,1.0,4.0,Female,Finance,PhD,Married,Clerk,No,Non-Travel,1
47.0,25.0,12984.0,22.0,5.0,17.0,2.0,0.0,0.0,0.0,1.0,Male,Development,High School,Married,Technician,No,Non-Travel,0
55.0,30.0,4536.0,16.0,3.0,2.0,1.0,18.0,16.0,10.0,4.0,Female,Finance,High School,Married,Executive,Yes,Non-Travel,1
21.0,28.0,8879.0,29.0,2.0,3.0,3.0,18.0,3.0,17.0,1.0,Female,Finance,High School,Married,Clerk,No,Non-Travel,0
18.0,4.0,16793.0,6.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,Female,Development,Masters,Single,Technician,Yes,Travel_Frequently,0
25.0,37.0,9438.0,18.0,5.0,24.0,3.0,1.0,1.0,0.0,3.0,Female,Support,Bachelors,Divorced,Engineer,Yes,Travel_Rarely,0
46.0,24.0,6634.0,29.0,5.0,12.0,2.0,18.0,18.0,3.0,2.0,Male,Finance,High School,Married,Executive,No,Non-Travel,1
56.0,33.0,18951.0,25.0,3.0,15.0,4.0,14.0,0.0,12.0,2.0,Male,Finance,Masters,Married,Clerk,Yes,Travel_Frequently,1
20.0,11.0,18504.0,45.0,3.0,12.0,3.0,8.0,3.0,3.0,4.0,Male,Finance,High School,Single,Engineer,No,Non-Travel,0
49.0,21.0,8768.0,2.0,4.0,9.0,4.0,18.0,5.0,3.0,4.0,Male,Finance,PhD,Single,Technician,Yes,Travel_Rarely,1
27.0,8.0,10507.0,44.0,1.0,17.0,1.0,7.0,4.0,4.0,1.0,Female,Development,Bachelors,Single,Executive,Yes,Non-Travel,0
27.0,19.0,17357.0,32.0,3.0,7.0,3.0,1.0,0.0,1.0,1.0,Male,Support,PhD,Married,Clerk,Yes,Non-Travel,1
36.0,28.0,2620.0,36.0,1.0,6.0,1.0,18.0,18.0,7.0,4.0,Male,Support,Masters,Divorced,Engineer,Yes,Non-Travel,1
63.0,28.0,2453.0,32.0,5.0,16.0,2.0,19.0,2.0,4.0,4.0,Male,Sales,PhD,Single,Executive,No,Non-Travel,0
